axis,value,seed,policy,mean_reward,purchase_rate,std_reward
delayed_reward_strength,2.0,9,fqi_v3,1.6348100267470491,0.144,3.6925678301042297
delayed_reward_strength,2.0,9,no_op,0.894503434374167,0.0744,2.7547734157911052
delayed_reward_strength,2.0,9,ppo_v3,2.0721241360198985,0.17,4.149778870820043
delayed_reward_strength,2.0,9,uniform,1.7235013035674098,0.1506,3.7976374347045763
transition_coupling_strength,0.0,5,bandit_v2,1.1307733725783224,0.0766,3.0067222978300205
transition_coupling_strength,0.0,5,fqi_v3,1.0503974860052836,0.079,2.9648700888789485
transition_coupling_strength,0.0,5,no_op,0.9891364895829158,0.081,2.9027535946989627
transition_coupling_strength,0.0,5,ppo_v3,1.2146372075894742,0.0756,3.0724048938797646
transition_coupling_strength,0.0,5,uniform,1.0172154721393036,0.0762,2.9118595776263043
transition_coupling_strength,0.0,6,bandit_v2,1.1435334247171332,0.077,3.030932372789122
transition_coupling_strength,0.0,6,fqi_v3,1.0664905005433203,0.0824,2.9838612969955163
transition_coupling_strength,0.0,6,no_op,0.9190379372338064,0.0772,2.7992973858150254
transition_coupling_strength,0.0,6,ppo_v3,1.3705450175121492,0.0822,3.1535630276051454
transition_coupling_strength,0.0,6,uniform,1.065086276881002,0.0768,2.965041777507048
transition_coupling_strength,0.0,7,bandit_v2,1.173675659153899,0.0824,3.063433856727632
transition_coupling_strength,0.0,7,fqi_v3,1.1070938026636452,0.0846,3.038037463410817
transition_coupling_strength,0.0,7,no_op,0.9527923624315464,0.0786,2.8768697391794364
transition_coupling_strength,0.0,7,ppo_v3,1.2402284421746372,0.079,3.118528481678208
transition_coupling_strength,0.0,7,uniform,1.0119097139174,0.0744,2.884487526726151
transition_coupling_strength,0.0,8,bandit_v2,1.2378678156915839,0.085,3.094300087788361
transition_coupling_strength,0.0,8,fqi_v3,1.0663149285495734,0.08,2.9544292883738468
transition_coupling_strength,0.0,8,no_op,0.9979349852134687,0.0808,2.883955784274637
transition_coupling_strength,0.0,8,ppo_v3,1.4547382676649625,0.0938,3.3266392865049608
transition_coupling_strength,0.0,8,uniform,1.1115188546849577,0.0822,3.0683179180353353
transition_coupling_strength,0.0,9,bandit_v2,1.0957991527971438,0.0756,2.9696759848359244
transition_coupling_strength,0.0,9,fqi_v3,1.0367239394598942,0.078,2.928760271763634
transition_coupling_strength,0.0,9,no_op,0.894503434374167,0.0744,2.7547734157911052
transition_coupling_strength,0.0,9,ppo_v3,1.3597952264955602,0.0812,3.18821824977036
transition_coupling_strength,0.0,9,uniform,1.1415475118307172,0.0854,3.077516099715073
transition_coupling_strength,0.5,5,bandit_v2,1.9585075638972138,0.1434,3.9069535071404466
transition_coupling_strength,0.5,5,fqi_v3,1.5409491484425022,0.1204,3.5399644460809156
transition_coupling_strength,0.5,5,no_op,0.9891364895829158,0.081,2.9027535946989627
transition_coupling_strength,0.5,5,ppo_v3,2.42565475918132,0.175,4.162528257071877
transition_coupling_strength,0.5,5,uniform,1.7386011171946099,0.1346,3.6755313384138355
transition_coupling_strength,0.5,6,bandit_v2,1.928037915516446,0.1386,3.8556026393437604
transition_coupling_strength,0.5,6,fqi_v3,1.6266173880062538,0.1252,3.5923356875578127
transition_coupling_strength,0.5,6,no_op,0.9190379372338064,0.0772,2.7992973858150254
transition_coupling_strength,0.5,6,ppo_v3,2.403796953372537,0.168,4.177167702811707
transition_coupling_strength,0.5,6,uniform,1.6457382016104232,0.1256,3.6304017019894617
transition_coupling_strength,0.5,7,bandit_v2,1.9118975411092878,0.1412,3.8635637532414173
transition_coupling_strength,0.5,7,fqi_v3,1.7218309498159505,0.1326,3.73929126502372
transition_coupling_strength,0.5,7,no_op,0.9527923624315464,0.0786,2.8768697391794364
transition_coupling_strength,0.5,7,ppo_v3,2.3435584528960676,0.1648,4.098725319597527
transition_coupling_strength,0.5,7,uniform,1.773053185153721,0.1322,3.7244932710396363
transition_coupling_strength,0.5,8,bandit_v2,2.093111916507234,0.153,3.9718337701335242
transition_coupling_strength,0.5,8,fqi_v3,1.665711271959108,0.1302,3.692411083816459
transition_coupling_strength,0.5,8,no_op,0.9979349852134687,0.0808,2.883955784274637
transition_coupling_strength,0.5,8,ppo_v3,2.37410876796261,0.1702,4.158943042690858
transition_coupling_strength,0.5,8,uniform,1.6322504903847141,0.1254,3.6321896686957995
transition_coupling_strength,0.5,9,bandit_v2,1.9412305835952106,0.1424,3.8501267713575813
transition_coupling_strength,0.5,9,fqi_v3,1.5000740372890051,0.1196,3.5665059910554597
transition_coupling_strength,0.5,9,no_op,0.894503434374167,0.0744,2.7547734157911052
transition_coupling_strength,0.5,9,ppo_v3,2.314171651851437,0.1658,4.138925924123561
transition_coupling_strength,0.5,9,uniform,1.7305161182699291,0.1326,3.71132051845131
transition_coupling_strength,1.0,5,bandit_v2,3.0036186239557856,0.2268,4.640220637869454
transition_coupling_strength,1.0,5,fqi_v3,2.654278010549092,0.2064,4.477848552512892
transition_coupling_strength,1.0,5,no_op,0.9891364895829158,0.081,2.9027535946989627
transition_coupling_strength,1.0,5,ppo_v3,3.551042498519922,0.27,4.721220123219902
transition_coupling_strength,1.0,5,uniform,2.4765322260494282,0.1968,4.292388507667522
transition_coupling_strength,1.0,6,bandit_v2,3.1076751665523035,0.2352,4.651323223086176
transition_coupling_strength,1.0,6,fqi_v3,2.649210731095304,0.2082,4.459794101192105
transition_coupling_strength,1.0,6,no_op,0.9190379372338064,0.0772,2.7992973858150254
transition_coupling_strength,1.0,6,ppo_v3,3.6855261405641753,0.2776,4.893702175912621
transition_coupling_strength,1.0,6,uniform,2.3825876479536805,0.1848,4.218670469321743
transition_coupling_strength,1.0,7,bandit_v2,3.0074466085797282,0.2286,4.5751263692138
transition_coupling_strength,1.0,7,fqi_v3,2.4183844113348236,0.193,4.333793259669748
transition_coupling_strength,1.0,7,no_op,0.9527923624315464,0.0786,2.8768697391794364
transition_coupling_strength,1.0,7,ppo_v3,3.61336245543522,0.2728,4.875111244505283
transition_coupling_strength,1.0,7,uniform,2.4293154917162134,0.1842,4.271496414629028
transition_coupling_strength,1.0,8,bandit_v2,2.7977960585365365,0.2142,4.513088171605766
transition_coupling_strength,1.0,8,fqi_v3,2.662349426511643,0.2128,4.476803124879219
transition_coupling_strength,1.0,8,no_op,0.9979349852134687,0.0808,2.883955784274637
transition_coupling_strength,1.0,8,ppo_v3,3.549510416225897,0.2706,4.835837892813494
